tick,peak,mass
184,7.180642316751131e-05,1.0
185,7.122578040217794e-05,1.0
186,7.065292095941169e-05,1.0
187,7.008769954989922e-05,0.9999999999999999
188,6.952997435267759e-05,1.0
189,6.897960691447021e-05,1.0
190,6.843646205245772e-05,1.0
191,6.790040776034914e-05,1.0
192,6.737131511762434e-05,1.0
193,6.684905820182553e-05,1.0
194,6.633351400377969e-05,1.0
195,6.582456234563967e-05,0.9999999999999999
196,6.532208580163658e-05,1.0
197,6.482596962144005e-05,1.0
198,6.433610165602847e-05,1.0
199,6.385237228597436e-05,1.0
200,6.33746743520541e-05,1.0
